Artist_ID,Objects_1_ID,Disp_Access_No,Alt_Title,Dedication,Disp_Dimen,Disp_Title,Department,Disp_Medium,Disp_Obj_Type,Disp_Create_DT,_Disp_Start_Dat,_Disp_End_Date
632,1694,1963.161,,Gift of Gertrud A. Mellon,16 1/4 in. x 22 1/2 in. (41.28 cm x 57.15 cm),Landscape,Permanent Collection,Watercolor on paper,Drawing,1919,1919,1919
933,1695,1963.162,,,24 in. x 19 in. (60.96 cm x 48.26 cm),Untitled,Permanent Collection,Watercolor,Drawing,,,
933,1696,1963.163,,,24 in. x 19 in. (60.96 cm x 48.26 cm),Untitled,Permanent Collection,Watercolor,Drawing,,,
1435,1697,1963.164,,Gift of Dr. Beatrice B. Berle,24 in. x 36 in. (60.96 cm x 91.44 cm),Tundra Muskeg Ii,Permanent Collection,Gouache,Drawing,,,
1136,1698,1963.165,,Gift of Kenneth Callahan,19 in. x 14 1/4 in. (48.26 cm x 36.2 cm),The Prodigal Son,Permanent Collection,Gouache on paper,Drawing,c. 1916,1911,1921
916,1699,1963.166,,Colby College Museum of Art,8 1/2 in. x 11 1/2 in. (21.59 cm x 29.21 cm),Landscape,Permanent Collection,Watercolor on paper,Drawing,,,
719,1700,1963.167,,Gift of Mrs. Gertrud Mellon,13 1/2 in. x 16 1/2 in. (34.29 cm x 41.91 cm),Lion,Permanent Collection,Charcoal on paper,Drawing,,,
970,1701,1963.168,,Colby College Museum of Art,8 in. x 12 in. (20.32 cm x 30.48 cm),Venetian Canal Scene,Permanent Collection,Watercolor on paper,Drawing,,,
1204,1702,1963.169,,Gift of Mr. and Mrs .Philip Sills,17 in. x 13 3/4 in. (43.18 cm x 34.93 cm),Green Pastures,Permanent Collection,Brown ink on paper,Drawing,,,
1113,1703,1963.170,La Pendule,Gift of A. M. Sonnabend, (),Figure Group-Clock Design,Permanent Collection,Bronze,Sculpture,,,
40,1704,1963.171,,Gift of Gertrud A. Mellon,28 in. x 7 in. (71.12 cm x 17.78 cm),Bambana Mask,Permanent Collection,Wood,Sculpture,19th century,1800,1899
49,1705,1963.172,,Gift of Chas and Nina Herschler,90 in. x 43 1/2 in. (228.6 cm x 110.49 cm),Copy of Portrait of Empress to the Kangxi Emperor,Permanent Collection,Ink and colors on silk,Painting,c. 1900,1895,1905
810,1706,1963.173,,Gift of Mr. and Mrs. Robert Laurent,21 1/2 in. (54.61 cm),Fish Fountain,Permanent Collection,Bronze,Sculpture,1963 ?,1963,1963
1262,1707,1963.174,,Gift of the artist,32 in. x 60 in. (81.28 cm x 152.4 cm),Shells On the Beach,Permanent Collection,Oil on canvas,Painting,1961,1961,1961
496,1708,1963.175,,Gift of Mr. and Mrs. Robert Laurent,4 1/4 in. x 6 in. (10.8 cm x 15.24 cm),Concarneau,Permanent Collection,Oil on panel,Painting,1899,1899,1899
994,1709,1963.176,,Gift of Chaloner Prize Foundation,22 in. x 28 in. (55.88 cm x 71.12 cm),Nomad Children,Permanent Collection,Oil on canvas,Painting,,,
994,1710,1963.177,,Gift of Chaloner Prize Foundation,25 in. x 30 in. (63.5 cm x 76.2 cm),Green Leaves,Permanent Collection,Oil on canvas,Painting,,,
67,1711,1963.178,,Gift of Mrs. Gertrud Mellon,14 in. x 5 in. (35.56 cm x 12.7 cm),Figure,Permanent Collection,Wood,Sculpture,19th century,1800,1899
680,1712,1963.179,,Colby College Museum of Art,7 in. x 28 in. x 14 in. (17.78 cm x 71.12 cm x 35.56 cm),Poised and Extended Forms,Permanent Collection,Steel,Sculpture,,,
897,1713,1963.180,,Colby College Museum of Art,19 in. x 21 in. x 8 in. (48.26 cm x 53.34 cm x 20.32 cm),Untitled,Permanent Collection,Welded metal,Sculpture,1962,1962,1962
1036,1714,1963.186,,Gift of Waldo Peirce,22 in. x 47 in. (55.88 cm x 119.38 cm),Madonna and Child,Permanent Collection,Oil on canvas,Painting,1912 (?),1912,1912
1036,1715,1963.187,,Gift of Waldo Peirce,22 1/2 in. x 45 in. (57.15 cm x 114.3 cm),Susanna and the Elders,Permanent Collection,Oil on canvas,Painting,1912,1912,1912
1194,1717,1963.189,,Gift of the artist,30 in. x 40 in. (76.2 cm x 101.6 cm),Glacial Pools,Permanent Collection,Oil and wax on canvas,Painting,1960,1960,1960
400,1718,1963.190,,Gift of Boris Mirsky,,Apres Le Bain,Permanent Collection,Lithograph,Graphics,,,
1200,1719,1964.001,,Gift of Mr. and Mrs. Charles D. Childs,21 in. x 35 in. (53.34 cm x 88.9 cm),"Hay Wagon At Fryeburg, Maine",Permanent Collection,Oil on canvas,Painting,,,
1197,1720,1964.002,,Gift of Gertrud A. Mellon,78 3/4 in. x 72 in. (200.03 cm x 182.88 cm),Blue Leaving,Permanent Collection,Oil on canvas,Painting,1959,1959,1959
545,1721,1964.003,,Gift of Gertrud A. Mellon,42 in. x 63 1/2 in. (106.68 cm x 161.29 cm),Benaocoz,Permanent Collection,Oil on canvas,Painting,,,
1361,1722,1964.004,,Gift of the artist,22 3/8 in. x 30 5/8 in. (56.83 cm x 77.79 cm),Fishermen,Permanent Collection,Watercolor on paper,Painting,1932,1932,1932
831,1723,1964.006,,Gift of Harold Milch,30 in. x 40 in. (76.2 cm x 101.6 cm),Sailing At Marble Head,Permanent Collection,Oil on canvas,Painting,c. 1920,1915,1925
428,1724,1964.007,,Gift of Mr. and Mrs. A. M. Adler,14 1/2 in. x 20 in. (36.83 cm x 50.8 cm),Evening Scene,Permanent Collection,Oil on panel,Painting,c. 1895,1890,1900
1218,1725,1964.008,,Museum Purchase,5 in. x 8 1/2 in. (12.7 cm x 21.59 cm),"Washday, Madrid",Permanent Collection,Oil on panel,Painting,1906,1906,1906
805,1726,1964.009,,Colby College Museum of Art,24 1/4 in. x 20 1/8 in. (61.6 cm x 51.12 cm),Jonas Painting,Permanent Collection,Oil on canvas,Painting,1961?,1961,1961
263,1728,1964.011,,Bequest of Rowland Burdon-Muller,19 1/2 in. x 23 1/4 in. (49.53 cm x 59.06 cm),"Factory Town, Trees",Permanent Collection,Gouache on paper,Drawing,1917-1920,1917,1920
233,1732,1964.015,The Battle,Colby College Museum of Art,30 in. x 40 in. (76.2 cm x 101.6 cm),The Battle #5,Permanent Collection,Oil on board,Painting,,,
951,1733,1964.016,,Gift of Peter G. Neumann,35 in. x 26 in. (88.9 cm x 66.04 cm),Composition,Permanent Collection,Oil on canvas,Painting,1934,1934,1934
605,1734,1964.017,,Gift of Willard W. Cummings,10 1/4 in. x 14 5/8 in. (26.04 cm x 37.15 cm),"Still Life with Grapes, Peach and Pomegranates",Permanent Collection,Oil on canvas,Painting,1862,1862,1862
1227,1735,1964.018,,Gift of Mr. and Mrs. Charles D. Childs,17 1/2 in. x 41 1/2 in. (44.45 cm x 105.41 cm),Seawall and Snow,Permanent Collection,Oil on masonite,Painting,1952,1952,1952
227,1739,1964.022,,Gift of Mrs. Helen Caldwell Cushman,9 13/16 in. x 12 3/8 in. (24.92 cm x 31.43 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
227,1740,1964.023,,Gift of Mrs. Helen Caldwell Cushman,13 7/16 in. x 9 5/16 in. (34.13 cm x 23.65 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
227,1741,1964.024,,Gift of Mrs. Helen Caldwell Cushman,13 3/8 in. x 10 in. (33.97 cm x 25.4 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
211,1742,1964.025,,Gift of The Honorable Roderic H. D. Henderson,11 3/4 in. x 18 in. (29.85 cm x 45.72 cm),Indian Encampment,Permanent Collection,Oil on panel,Painting,c. 1870&#39;S,1865,1875
200,1743,1964.026,"View of Chimney Rock, Ogalillah Sioux Village in the Foreground",Gift of The Honorable Roderic H.D. Henderson,13 1/4 in. x 19 3/8 in. (33.66 cm x 49.21 cm),"View of Chimney Rock, Ohalilah Sioux Village in the Foreground",Permanent Collection,Oil on board,Painting,1860,1860,1860
1231,1744,1964.027,,Gift of Mr. and Mrs. Ellerton M. Jett&#233;,30 1/4 in. x 25 in. (76.84 cm x 63.5 cm),Portrait of Mrs. Thomas Hancock,Permanent Collection,Oil,Painting,c.1730,1725,1735
227,1745,1964.028,,Gift of Mrs. Helen Caldwell Cushman,13 1/2 in. x 9 5/8 in. (34.29 cm x 24.45 cm),"Okefenokee Swamp, Georgia",Permanent Collection,Gelatin silver print,Photograph,1936,1936,1936
905,1746,1964.029,,Gift of Mr. and Mrs. Ellerton M. Jett&#233;,30 in. x 50 in. (76.2 cm x 127 cm),"Railroad Bridge, Lewiston",Permanent Collection,Oil on canvas,Painting,1891,1891,1891
1169,1747,1964.030,,Bequest of Kay Sage Tanguy,16 in. x 13 in. (40.64 cm x 33.02 cm),The Mask,Permanent Collection,Oil on canvas,Painting,1954,1954,1954
227,1748,1964.031,,Gift of Mrs. Helen Caldwell Cushman,13 1/4 in. x 10 in. (33.66 cm x 25.4 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
1080,1749,1964.032,,Gift of Mrs. Charles Prendergast,10 3/8 in. x 14 in. (26.35 cm x 35.56 cm),The Cove,Permanent Collection,Watercolor and pencil on paper,Drawing,c. 1913-1915,1913,1915
188,1750,1964.033,,Gift of Mr. and Mrs. Philip Sills,20 1/8 in. x 23 15/16 in. (51.12 cm x 60.8 cm),Still Life,Permanent Collection,Oil on canvas,Painting,,,
617,1751,1964.034,,Gift of Karl Philbrick,10 1/2 x 7 1/2 in. (26.7 x 19.1 cm),Catherine Atwood Hardy,Permanent Collection,Oil,Painting,,,
617,1752,1964.035,,Gift of Karl Philbrick,8 in. x 6 in. (20.32 cm x 15.24 cm),Jonathan Titcomb Hardy,Permanent Collection,Oil on paper,Painting,,,
227,1753,1964.036,,Gift of Mrs. Helen Caldwell Cushman,9 5/8 in. x 13 9/16 in. (24.45 cm x 34.45 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
1160,1754,1964.037,,Gift of Mr. and Mrs. John Mcgowan,15 3/8 in. x 22 1/4 in. (39.05 cm x 56.52 cm),Forest Scene,Permanent Collection,Oil on canvas,Painting,1846,1846,1846
1943,1755,1964.038,,Gift of Mr. and Mrs. Charles D. Childs,17 in. x 24 1/2 in. (43.18 cm x 62.23 cm),View of Marshall&#39;s Pillar,Permanent Collection,Oil on panel,Painting,c 1845,1840,1850
1255,1756,1964.039,,Gift of Caleb Scribner in Memory of Carl Sprinchorn,25 in. x 30 in. (63.5 cm x 76.2 cm),Godfrey Pitch - Soebois River,Permanent Collection,Oil on canvas,Painting,1941,1941,1941
1440,1757,1964.040,,Museum Purchase,15 1/2 in. x 11 7/8 in. (39.37 cm x 30.16 cm),Seated Woman (Marguerite Zorach),Permanent Collection,Watercolor and pencil on paper,Drawing,,,
227,1758,1964.041,,Gift of Mrs. Helen Caldwell Cushman,10 in. x 13 1/8 in. (25.4 cm x 33.34 cm),"Elbow Creek, Arkansas",Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
544,1759,1964.042,,Gift of Mr. and Mrs. Bronson Griscom,28 1/2 in. x 51 in. (72.39 cm x 129.54 cm),Le Pardon,Permanent Collection,Oil on canvas,Painting,1893,1893,1893
184,1760,1964.043,,Museum Purchase,16 in. x 20 in. (40.64 cm x 50.8 cm),Hill and Valley,Permanent Collection,Oil on panel,Painting,1913,1913,1913
227,1761,1964.044,,Gift of Mrs. Helen Caldwell Cushman,11 in. x 13 7/8 in. (27.94 cm x 35.24 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
742,1762,1964.045,,Gift of Corliss Lamont,28 in. x 44 in. (71.12 cm x 111.76 cm),"Monhegan, Maine",Permanent Collection,Oil on canvas,Painting,c. 1950,1945,1955
227,1763,1964.046,,Gift of Mrs. Helen Caldwell Cushman,10 in. x 13 7/16 in. (25.4 cm x 34.13 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
1358,1764,1964.047,,Gift of Maurice S. Kanbar and Malcolm Foster,68 in. x 55 in. (172.72 cm x 139.7 cm),Diana&#39;s Holiday,Permanent Collection,Oil on canvas,Painting,1961,1961,1961
742,1765,1964.048,,Gift of Duncan Phillips,34 in. x 44 in. (86.36 cm x 111.76 cm),"Blackhead, Monhegan",Permanent Collection,Oil on canvas,Painting,c. 1909,1904,1914
1056,1766,1964.049,,Gift of Mr. and Mrs. Ellerton M. Jett&#233;,27 in. x 22 1/2 in. (68.58 cm x 57.15 cm),Lady with a Molecap,Permanent Collection,Oil on canvas,Painting,18th century,1700,1799
585,1767,1964.050,,Gift of Mr. and Mrs. Ellerton M. Jett&#233;,25 in. x 20 1/4 in. (63.5 cm x 51.44 cm),Portrait of a Young Man,Permanent Collection,Oil on canvas,Painting,1817,1817,1817
199,1768,1964.051,,Colby College Museum of Art,,View in Nantucket,Permanent Collection,Watercolor on paper,Painting,,,
1036,1769,1964.052,,Gift of The Zeta Psi Fraternity,33 1/2 in. x 45 1/2 in. (85.09 cm x 115.57 cm),Fiesta de St. Firmin,Permanent Collection,Oil on canvas,Painting,1937,1937,1937
1227,1772,1964.055,,Gift of Jeptha H. Wade Iii,26 in. x 15 7/8 in. (66.04 cm x 40.32 cm),Green Hat,Permanent Collection,Oil on masonite,Painting,1950,1950,1950
1245,1773,1964.056,,Gift of Mrs. Moses Soyer,21 3/4 in. x 14 3/8 in. (55.25 cm x 36.51 cm),Mary in Blue,Permanent Collection,Oil on canvas,Painting,,,
227,1774,1964.057,,Gift of Mrs. Helen Caldwell Cushman,13 1/4 in. x 10 in. (33.66 cm x 25.4 cm),Untitled,Permanent Collection,Gelatin silver print,Photograph,c. 1936-1937,1936,1937
882,1775,1964.058,,Gift of Emil J. Arnold,34 in. x 50 in. (86.36 cm x 127 cm),Beyond the Highlands,Permanent Collection,Oil on canvas,Painting,,,
224,1776,1964.059,,Gift of Emil J. Arnold,33 in. x 43 in. (83.82 cm x 109.22 cm),Green Apparition,Permanent Collection,Oil on masonite,Painting,1960-1961,1960,1961
482,1777,1964.060,,Gift of Miss Karen Eskesen &#39;64,17 3/4 in. x 30 in. (45.09 cm x 76.2 cm),Landscape,Permanent Collection,Oil on paper on masonite,Painting,,,
622,1778,1964.062,,Gift of Caleb Scribner,7 in. x 10 in. (17.78 cm x 25.4 cm),Alpspitze,Permanent Collection,Pencil on paper,Drawing,1933,1933,1933
1439,1779,1964.063,,Gift of Marguerite Zorach,11 1/4 in. x 14 1/4 in. (28.58 cm x 36.2 cm),Hillside Village,Permanent Collection,Pencil on paper,Drawing,1918,1918,1918
626,1780,1964.064,,Gift of Joseph Gotlieb,6 3/8 in. x 9 1/4 in. (16.19 cm x 23.5 cm),"Vermont Village, Peacham",Permanent Collection,Etching,Graphics,1923,1923,1923
626,1781,1964.065,,Gift of Joseph Gotlieb,7 in. x 8 3/8 in. (17.78 cm x 21.27 cm),"Chase House, Annapolis",Permanent Collection,Etching,Graphics,1929,1929,1929
626,1782,1964.066,,Gift of Joseph Gotlieb,7 1/4 in. x 6 3/8 in. (18.42 cm x 16.19 cm),Church of Old Lyme,Permanent Collection,Etching,Graphics,1924,1924,1924
626,1783,1964.067,,Gift of Joseph Gotlieb,7 in. x 5 1/2 in. (17.78 cm x 13.97 cm),"Church Doorway, Snow",Permanent Collection,Etching,Graphics,1916,1916,1916
626,1784,1964.068,,Gift of Joseph Gotlieb,7 11/16 in. x 11 3/16 in. (19.53 cm x 28.42 cm),The Little Church Around the Corner,Permanent Collection,Etching,Graphics,1927,1927,1927
626,1785,1964.069,Fifth Avenue,Gift of Joseph Gottlieb,10 1/4 in. x 7 1/2 in. (26.04 cm x 19.05 cm),"Street Scene, New York",Permanent Collection,Lithograph on paper,Graphics,,,
626,1786,1964.070,,Gift of Joseph Gotlieb,6 3/4 in. x 8 7/8 in. (17.15 cm x 22.54 cm),"Independence Hall, Philadelphia",Permanent Collection,Etching,Graphics,1926,1926,1926
626,1787,1964.071,,Gift of Joseph Gotlieb,9 7/8 in. x 7 in. (25.08 cm x 17.78 cm),The Writing Desk,Permanent Collection,Etching,Graphics,1915,1915,1915
184,1788,1964.073,,Gift of Rowland Burdon-Muller,5 1/2 in. x 8 7/8 in. (13.97 cm x 22.54 cm),Cows,Permanent Collection,Pencil on paper,Drawing,,,
433,1789,1964.074,,Gift of Rowland Burdon-Muller,17 1/2 in. x 23 1/4 in. (44.45 cm x 59.06 cm),Still Life,Permanent Collection,Pastel,Drawing,1921,1921,1921
1245,1790,1964.076,,Gift of Mrs. Moses Soyer,19 1/2 in. x 12 in. (49.53 cm x 30.48 cm),Nude Study,Permanent Collection,Watercolor on paper,Drawing,,,
678,1791,1964.077,,"Gift of George Lewis, Jr.",9 1/2 in. x 25 3/4 in. (24.13 cm x 65.41 cm),"Anahita, Flight of Night II ",Permanent Collection,Pastel on paper,Drawing,,,
678,1792,1964.078,,"Gift of George Lewis, Jr.",9 1/4 in. x 22 1/2 in. (23.5 cm x 57.15 cm),"Anahita, Flight of Night I",Permanent Collection,Pastel on paper,Drawing,,,
468,1793,1964.079,,Gift of Mr. Emil J. Arnold,8 1/4 in. x 10 1/4 in. (20.96 cm x 26.04 cm),Four Bathers,Permanent Collection,Oil on paper,Drawing,,,
468,1794,1964.080,,Gift of Emil J. Arnold,7 1/2 in. x 11 in. (19.05 cm x 27.94 cm),Nudes with Bird,Permanent Collection,Oil on paper glued to board,Drawing,,,
1255,1795,1964.081,,Gift of Caleb Scribner,11 1/2 in. x 17 1/2 in. (29.21 cm x 44.45 cm),Hills,Permanent Collection,Pastel on paper,Drawing,1939,1939,1939
628,1796,1964.082,,Gift of Charles D. Childs,18 1/2 in. x 28 in. (46.99 cm x 71.12 cm),Mud Time,Permanent Collection,Watercolor on paper,Drawing,,,
400,1797,1964.084,,Gift of Mr. and Mrs. Arthur Vershbow,14 7/16 in. x 10 9/16 in. (36.67 cm x 26.83 cm),Le Moulin Du Telegraph,Permanent Collection,Lithograph,Graphics,,,
852,1798,1964.085,Actual Title Appears To Be &quot;Ouvrier&quot;,Gift of Mr. and Mrs. Herbert Benevy,9 5/8 in. x 6 1/2 in. (24.45 cm x 16.51 cm),Portrait of An Etcher,Permanent Collection,Etching,Graphics,,,
852,1799,1964.086,,Gift of Mr. and Mrs. Herbert Benevy,3 3/4 in. x 4 1/16 in. (9.53 cm x 10.32 cm),"Street Scene, 3 Horses",Permanent Collection,Etching,Graphics,,,
1097,1800,1964.087,,Gift of Gertrud A. Mellon,23 in. x 29 in. (58.42 cm x 73.66 cm),Circus Animal and Clown,Permanent Collection,Lithograph and woodcut,Graphics,1953,1953,1953
1246,1801,1964.088,,Gift of Emil J. Arnold,13 1/4 in. x 17 1/4 in. (33.66 cm x 43.82 cm),"Man, Girl, and Head of Girl",Permanent Collection,Pencil,Drawing,,,
1246,1802,1964.089,,Gift of Emil J. Arnold,17 1/2 in. x 13 1/2 in. (44.45 cm x 34.29 cm),Seated Woman,Permanent Collection,Charcoal on paper,Drawing,,,
1246,1804,1964.091,,Gift of Emil J. Arnold,17 in. x 13 1/2 in. (43.18 cm x 34.29 cm),Standing Nude,Permanent Collection,Conte crayon on paper,Drawing,,,
1246,1805,1964.092,,"Colby College Museum of Art, Gift of Emil J. Arnold",11 1/2 in. x 14 1/2 in. (29.21 cm x 36.83 cm),Three Students Drawing Nude Model,Permanent Collection,Pencil on paper,Drawing,,,
184,1806,1964.093,,"Colby College Museum of Art, Gift of Mr. Gordon K. Allison",7 1/2 in. x 9 1/2 in. (19.05 cm x 24.13 cm),Matinacus,Permanent Collection,Lithograph on paper,Graphics,,,
1208,1807,1964.101,,Gift of Jere Abbott,16 in. x 10 1/4 in. (40.64 cm x 26.04 cm),Figure Group,Permanent Collection,Pen and ink,Drawing,,,
654,1810,1964.105A,,Gift of Mr. and Mrs. Philip Sills,17 in. x 12 3/4 in. (43.18 cm x 32.39 cm),Masken,Permanent Collection,Lithograph,Graphics,1918,1918,1918
633,1811,1964.105AA,,Gift of Mr. and Mrs. Philip Sills,14 in. x 7 1/4 in. (35.56 cm x 18.42 cm),Macbeth,Permanent Collection,Etching,Graphics,c. 1918,1913,1923
1327,1812,1964.105B,,Gift of Mr. and Mrs. Philip Sills,7 1/16 in. x 5 7/16 in. (17.94 cm x 13.81 cm),Das Volk,Permanent Collection,Wood engraving,Graphics,1917,1917,1917
625,1813,1964.105BB,,Gift of Mr. and Mrs. Philip Sills,15 1/8 in. x 10 in. (38.42 cm x 25.4 cm),Sturm,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
763,1814,1964.105C,,Gift of Mr. and Mrs. Philip Sills,9 7/8 in. x 8 3/4 in. (25.08 cm x 22.23 cm),Sommernachtstraum,Permanent Collection,Lithograph,Graphics,1918,1918,1918
1001,1815,1964.105CC,,Gift of Mr. and Mrs. Philip Sills,15 in. x 9 3/4 in. (38.1 cm x 24.77 cm),Imogen,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
1190,1816,1964.105D,,Gift of Mr. and Mrs. Philip Sills,10 15/16 in. x 8 7/8 in. (27.78 cm x 22.54 cm),Visionen,Permanent Collection,Etching,Graphics,1918,1918,1918
367,1817,1964.105DD,,Gift of Mr. and Mrs. Philip Sills,5 3/4 in. x 10 in. (14.61 cm x 25.4 cm),Kronung Heinrichs V,Permanent Collection,Etching,Graphics,c. 1918,1913,1923
6,1818,1964.105E,,Gift of Mr. and Mrs. Philip Sills,11 5/16 in. x 15 7/8 in. (28.73 cm x 40.32 cm),Imogen Schlafend,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
181,1819,1964.105EE,,Gift of Mr. and Mrs. Philip Sills,9 in. x 10 3/4 in. (22.86 cm x 27.31 cm),Mord,Permanent Collection,Etching,Graphics,c. 1918,1913,1923
1354,1820,1964.105F,,Gift of Mr. and Mrs. Philip Sills,14 1/8 in. x 11 1/2 in. (35.88 cm x 29.21 cm),Falstaff,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
1196,1821,1964.105FF,,Gift of Mr. and Mrs. Philip Sills,16 in. x 9 in. (40.64 cm x 22.86 cm),Finale,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
303,1822,1964.105G,,Gift of Mr. and Mrs. Philip Sills,15 1/4 in. x 10 3/8 in. (38.74 cm x 26.35 cm),Sommernachtstraum,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
1298,1823,1964.105GG,,Gift of Mr. and Mrs. Philip Sills,11 in. x 10 1/2 in. (27.94 cm x 26.67 cm),Othello,Permanent Collection,Wood engraving,Graphics,c. 1918,1913,1923
596,1824,1964.105H,,Gift of Mr. and Mrs. Philip Sills,15 3/8 in. x 11 in. (39.05 cm x 27.94 cm),Caliban I,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
1001,1825,1964.105HH,,Gift of Mr. and Mrs. Philip Sills,9 1/2 in. x 11 3/4 in. (24.13 cm x 29.85 cm),Sommernachtstraum,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
596,1826,1964.105I,,Gift of Mr. and Mrs. Philip Sills,17 in. x 14 in. (43.18 cm x 35.56 cm),Caliban II,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
702,1827,1964.105II,,Gift of Mr. and Mrs. Philip Sills,8 1/2 in. x 10 1/4 in. (21.59 cm x 26.04 cm),Die Beiden Veroneser,Permanent Collection,Woodcut,Graphics,1917,1917,1917
1192,1828,1964.105J,,Gift of Mr. and Mrs. Philip Sills,13 1/2 in. x 11 1/2 in. (34.29 cm x 29.21 cm),Richard III,Permanent Collection,Lithograph,Graphics,1917,1917,1917
702,1829,1964.105JJ,,Gift of Mr. and Mrs. Philip Sills,11 in. x 8 11/16 in. (27.94 cm x 22.07 cm),Wintermarchen,Permanent Collection,Woodcut,Graphics,1917,1917,1917
367,1830,1964.105K,,Gift of Mr. and Mrs. Philip Sills,10 1/2 in. x 8 in. (26.67 cm x 20.32 cm),Falstaff,Permanent Collection,Etching,Graphics,c. 1918,1913,1923
596,1831,1964.105KK,,Gift of Mr. and Mrs. Philip Sills,17 3/4 in. x 13 in. (45.09 cm x 33.02 cm),Caliban,Permanent Collection,Hand colored lithograph,Graphics,c. 1918,1913,1923
1001,1832,1964.105L,,Gift of Mr. and Mrs. Philip Sills,9 1/2 in. x 12 in. (24.13 cm x 30.48 cm),Sommernachtstraum,Permanent Collection,Lithograph,Graphics,c. 1918,1913,1923
